Name,Id,StartDate,EndDate,Longitude,Latitude,Rain_mm,Source
 ,IWA_22,3500,2000,36.48083053,36.0464427,502.2009888,Iwasaki et al. 2003
 ,IWA_22,1900,1600,36.48083053,36.0464427,502.2009888,Iwasaki et al. 2003
 ,IWA_24,3500,2000,36.48318568,36.00417874,476.9110107,Iwasaki et al. 2003
 ,IWA_24,1900,1600,36.48318568,36.00417874,476.9110107,Iwasaki et al. 2003
 ,IWA_3,3500,2000,36.55373943,35.99735681,488.4620056,Iwasaki et al. 2003
 ,IWA_3,1900,1600,36.55373943,35.99735681,488.4620056,Iwasaki et al. 2003
 ,IWA_7,4200,3500,36.51544187,35.91530305,465.3250122,Iwasaki et al. 2003
 ,IWA_7,3500,2000,36.51544187,35.91530305,465.3250122,Iwasaki et al. 2003
 ,IWA_7,1900,1600,36.51544187,35.91530305,465.3250122,Iwasaki et al. 2003
 ,IWA_9,3500,2000,36.51843558,35.92320195,465.3250122,Iwasaki et al. 2003
 ,JAA_13,1200,550,38.869129,36.64455,320.7219849,Kouchoukos 1998
 ,JAA_14,3000,2350,40.350849,36.484545,253.6139984,Kouchoukos 1998
 ,JAA_16,1200,550,40.455061,36.503286,251.2660065,Kouchoukos 1998
 ,JAA_17,3000,2350,40.553465,36.491066,257.2789917,Kouchoukos 1998
 ,JAA_18,4400,3600,40.317525,36.286217,246.5339966,Kouchoukos 1998
 ,JAA_19,4400,3600,40.367302,36.476181,253.6139984,Kouchoukos 1998
 ,JAA_2,1200,550,40.43242,36.48399,254.6159973,Kouchoukos 1998
 ,JAA_20,3000,2000,39.878658,36.614785,258.4760132,Kouchoukos 1998
 ,JAA_20,1200,550,39.878658,36.614785,258.4760132,Kouchoukos 1998
 ,JAA_21,3000,2550,39.878855,36.635157,258.4760132,Kouchoukos 1998
 ,JAA_21,2550,2350,39.878855,36.635157,258.4760132,Kouchoukos 1998
 ,JAA_21,2350,2000,39.878855,36.635157,258.4760132,Kouchoukos 1998
 ,JAA_22,3000,2550,39.91905,36.657291,266.9320068,Kouchoukos 1998
 ,JAA_23,3000,2350,40.027119,36.629419,252.8600006,Kouchoukos 1998
 ,JAA_23,1200,550,40.027119,36.629419,252.8600006,Kouchoukos 1998
 ,JAA_24,3000,2550,40.147666,36.616762,253.4499969,Kouchoukos 1998
 ,JAA_25,3000,2550,40.202161,36.614079,252.723999,Kouchoukos 1998
 ,JAA_25,2550,2350,40.202161,36.614079,252.723999,Kouchoukos 1998
 ,JAA_25,2350,2000,40.202161,36.614079,252.723999,Kouchoukos 1998
 ,JAA_26,3000,2350,40.327075,36.56907,257.8850098,Kouchoukos 1998
 ,JAA_27,3000,2550,40.361528,36.55122,256.8989868,Kouchoukos 1998
 ,JAA_27,2550,2350,40.361528,36.55122,256.8989868,Kouchoukos 1998
 ,JAA_27,2350,2000,40.361528,36.55122,256.8989868,Kouchoukos 1998
 ,JAA_28,3000,2350,39.980723,36.493048,252.4600067,Kouchoukos 1998
 ,JAA_29,3000,2000,40.147703,36.472645,252.0850067,Kouchoukos 1998
 ,JAA_29,1200,550,40.147703,36.472645,252.0850067,Kouchoukos 1998
 ,JAA_30,3000,2350,40.182338,36.477067,252.2250061,Kouchoukos 1998
 ,JAA_30,1200,550,40.182338,36.477067,252.2250061,Kouchoukos 1998
 ,JAA_31,3000,2000,40.25829,36.484232,251.6840057,Kouchoukos 1998
 ,JAA_33,3000,2550,40.285399,36.489234,248.7230072,Kouchoukos 1998
 ,JAA_34,3000,2550,40.291887,36.485324,252.3150024,Kouchoukos 1998
 ,JAA_34,1200,550,40.291887,36.485324,252.3150024,Kouchoukos 1998
 ,JAA_35,3000,2350,40.323898,36.48894,252.3150024,Kouchoukos 1998
 ,JAA_36,3000,2000,40.354562,36.480455,253.6139984,Kouchoukos 1998
 ,JAA_37,3000,2350,40.379574,36.478393,253.6139984,Kouchoukos 1998
 ,JAA_38,3000,2550,40.399077,36.48782,255.5910034,Kouchoukos 1998
 ,JAA_39,3000,2550,40.665286,36.418787,253.3040009,Kouchoukos 1998
 ,JAA_39,2550,2350,40.665286,36.418787,253.3040009,Kouchoukos 1998
 ,JAA_39,2350,2000,40.665286,36.418787,253.3040009,Kouchoukos 1998
 ,JAA_39,1200,550,40.665286,36.418787,253.3040009,Kouchoukos 1998
 ,JAA_40,3000,2550,40.623802,36.360099,264.9219971,Kouchoukos 1998
 ,JAA_40,2550,2350,40.623802,36.360099,264.9219971,Kouchoukos 1998
 ,JAA_40,2350,2000,40.623802,36.360099,264.9219971,Kouchoukos 1998
 ,JAA_40,1200,550,40.623802,36.360099,264.9219971,Kouchoukos 1998
 ,JAA_41,3000,2350,40.59137,36.317411,242.9360046,Kouchoukos 1998
 ,JAA_42,3000,2350,40.50435,36.28943,242.9640045,Kouchoukos 1998
 ,JAA_42,1200,550,40.50435,36.28943,242.9640045,Kouchoukos 1998
 ,JAA_43,3000,2350,40.529863,36.20683,226.4450073,Kouchoukos 1998
 ,JAA_44,3000,2350,40.45873,36.190644,223.7480011,Kouchoukos 1998
 ,JAA_44,1200,550,40.45873,36.190644,223.7480011,Kouchoukos 1998
 ,JAA_45,3000,2350,40.419955,36.095336,214.201004,Kouchoukos 1998
 ,JAA_46,3000,2350,40.384101,36.114408,214.201004,Kouchoukos 1998
 ,JAA_46,1200,550,40.384101,36.114408,214.201004,Kouchoukos 1998
 ,JAA_48,3000,2550,40.284969,36.23405,226.7259979,Kouchoukos 1998
 ,JAA_48,1200,550,40.284969,36.23405,226.7259979,Kouchoukos 1998
 ,JAA_49,3000,2550,40.228248,36.261502,245.378006,Kouchoukos 1998
 ,JAA_50,3000,2550,40.11593,36.198036,226.8220062,Kouchoukos 1998
 ,JAA_51,3000,2350,40.060352,36.191537,227.8170013,Kouchoukos 1998
 ,JAA_51,1200,550,40.060352,36.191537,227.8170013,Kouchoukos 1998
 ,JAA_52,1200,550,39.900621,36.655268,266.9320068,Kouchoukos 1998
 ,JAA_53,1200,550,40.066524,36.677507,264.1419983,Kouchoukos 1998
 ,JAA_54,1200,550,40.687473,36.248498,247.0529938,Kouchoukos 1998
 ,JAA_55,1200,550,40.285717,36.169617,231.0099945,Kouchoukos 1998
 ,JAA_57,1200,550,40.244489,36.245064,245.9629974,Kouchoukos 1998
 ,JAA_6,4400,3600,39.847443,36.619528,258.4760132,Kouchoukos 1998
 ,JAA_6,3000,2550,39.847443,36.619528,258.4760132,Kouchoukos 1998
 ,JAA_6,2550,2350,39.847443,36.619528,258.4760132,Kouchoukos 1998
 ,JAA_6,2350,2000,39.847443,36.619528,258.4760132,Kouchoukos 1998
 ,JAA_6,1200,550,39.847443,36.619528,258.4760132,Kouchoukos 1998
 ,JAA_61,1200,550,40.434874,36.448236,254.6159973,Kouchoukos 1998
 ,JAA_65,3000,2550,40.629501,36.240959,245.1560059,Kouchoukos 1998
 ,JAA_66,3000,2550,40.389377,36.191208,228.5579987,Kouchoukos 1998
 ,JAA_9,3000,2000,40.002155,36.678616,264.9159851,Kouchoukos 1998
Ain Dara,KH_298,1600,1000,36.852083,36.459361,453.8729858,Stone and Zimanski 1999
 ,KHS_1,4400,3600,38.4216,37.481819,626.8569946,Wilkinson 1990
 ,KHS_1,3600,3000,38.4216,37.481819,626.8569946,Wilkinson 1990
 ,KHS_1,3000,2600,38.4216,37.481819,626.8569946,Wilkinson 1990
 ,KHS_1,2600,2200,38.4216,37.481819,626.8569946,Wilkinson 1990
 ,KHS_1,2200,1900,38.4216,37.481819,626.8569946,Wilkinson 1990
 ,KHS_11,5400,3100,38.4339257,37.48701029,627.3649902,Wilkinson 1990
 ,KHS_13,2200,1900,38.45495722,37.469647,627.3649902,Wilkinson 1990
 ,KHS_13,1900,1600,38.45495722,37.469647,627.3649902,Wilkinson 1990
 ,KHS_15,3600,3000,38.46584053,37.47985143,627.3649902,Wilkinson 1990
 ,KHS_16,2200,1900,38.46744679,37.47314398,627.3649902,Wilkinson 1990
 ,KHS_17,4400,3100,38.44099924,37.40922577,629.4459839,Wilkinson 1990
 ,KHS_17,2600,2200,38.44099924,37.40922577,629.4459839,Wilkinson 1990
 ,KHS_17,2200,1900,38.44099924,37.40922577,629.4459839,Wilkinson 1990
 ,KHS_18,4400,3100,38.38693775,37.44042844,626.8569946,Wilkinson 1990
 ,KHS_18,3100,2600,38.38693775,37.44042844,626.8569946,Wilkinson 1990
 ,KHS_18,2600,2200,38.38693775,37.44042844,626.8569946,Wilkinson 1990
 ,KHS_18,2200,1900,38.38693775,37.44042844,626.8569946,Wilkinson 1990
 ,KHS_18,1200,330,38.38693775,37.44042844,626.8569946,Wilkinson 1990
 ,KHS_19,2600,2200,38.39897549,37.47573649,626.8569946,Wilkinson 1990
 ,KHS_19,2200,1900,38.39897549,37.47573649,626.8569946,Wilkinson 1990
 ,KHS_21,4400,3100,38.40524169,37.48712716,626.8569946,Wilkinson 1990
 ,KHS_21,3100,2600,38.40524169,37.48712716,626.8569946,Wilkinson 1990
 ,KHS_21,2600,2200,38.40524169,37.48712716,626.8569946,Wilkinson 1990
 ,KHS_21,1200,330,38.40524169,37.48712716,626.8569946,Wilkinson 1990
 ,KHS_24,3100,2600,38.46701039,37.47481228,627.3649902,Wilkinson 1990
 ,KHS_29,5400,3100,38.62509854,37.39445744,556.7299805,Wilkinson 1990
 ,KHS_29,2600,2200,38.62509854,37.39445744,556.7299805,Wilkinson 1990
 ,KHS_29,1200,330,38.62509854,37.39445744,556.7299805,Wilkinson 1990
 ,KHS_31,1200,330,38.50160812,37.49254834,603.8250122,Wilkinson 1990
 ,KHS_37,2200,1900,38.4626957,37.45429018,627.3649902,Wilkinson 1990
 ,KHS_39,4400,3600,38.49302696,37.45191652,592.9589844,Wilkinson 1990
 ,KHS_39,3600,3100,38.49302696,37.45191652,592.9589844,Wilkinson 1990
 ,KHS_39,3100,2600,38.49302696,37.45191652,592.9589844,Wilkinson 1990
 ,KHS_40,1200,330,38.49037211,37.45346898,592.9589844,Wilkinson 1990
 ,KHS_41,2200,1900,38.4902242,37.45497739,592.9589844,Wilkinson 1990
Titrish Hoyuk,KHS_43,3100,2600,38.675417,37.476868,572.4000244,Wilkinson 1990
Titrish Hoyuk,KHS_43,2600,2400,38.675417,37.476868,572.4000244,Wilkinson 1990
Titrish Hoyuk,KHS_43,2400,2200,38.675417,37.476868,572.4000244,Wilkinson 1990
Titrish Hoyuk,KHS_43,2200,1900,38.675417,37.476868,572.4000244,Wilkinson 1990
Titrish Hoyuk,KHS_43,1900,1600,38.675417,37.476868,572.4000244,Wilkinson 1990
 ,KHS_44,4400,3100,38.53084635,37.35911462,575.401001,Wilkinson 1990
 ,KHS_44,3100,2600,38.53084635,37.35911462,575.401001,Wilkinson 1990
 ,KHS_44,2600,2200,38.53084635,37.35911462,575.401001,Wilkinson 1990
Titrish Hoyuk,KHS_44,2200,1900,38.53084635,37.35911462,575.401001,Wilkinson 1990
 ,KHS_44,1900,1600,38.53084635,37.35911462,575.401001,Wilkinson 1990
 ,KHS_45,6800,3000,38.51300297,37.35265549,576.4810181,Wilkinson 1990
 ,KHS_47,1200,330,38.50428023,37.43800088,595.039978,Wilkinson 1990
 ,KHS_5,1200,330,38.40300751,37.4757535,626.8569946,Wilkinson 1990
 ,KHS_7,3100,1900,38.478142,37.487131,627.3649902,Wilkinson 1990
 ,KHS_7,1900,1600,38.478142,37.487131,627.3649902,Wilkinson 1990
 ,KHS_7,1200,330,38.478142,37.487131,627.3649902,Wilkinson 1990
 ,KHS_8,3100,2600,38.49197,37.490762,603.8250122,Wilkinson 1990
 ,KHS_8,2600,2200,38.49197,37.490762,603.8250122,Wilkinson 1990
 ,KHS_8,2200,1900,38.49197,37.490762,603.8250122,Wilkinson 1990
 ,KHS_8,1900,1600,38.49197,37.490762,603.8250122,Wilkinson 1990
 ,LCP_1,2600,2300,38.036957,36.715737,410.5069885,Wilkinson et al. 2007
 ,LCP_1,2300,1900,38.036957,36.715737,410.5069885,Wilkinson et al. 2007
 ,LCP_1,1900,1600,38.036957,36.715737,410.5069885,Wilkinson et al. 2007
 ,LCP_1,1600,1200,38.036957,36.715737,410.5069885,Wilkinson et al. 2007
 ,LCP_1,1200,800,38.036957,36.715737,410.5069885,Wilkinson et al. 2007
 ,LCP_10,4400,3900,37.971207,36.726205,424.6300049,Wilkinson et al. 2007
 ,LCP_10,3900,3600,37.971207,36.726205,424.6300049,Wilkinson et al. 2007
 ,LCP_10,3100,2600,37.971207,36.726205,424.6300049,Wilkinson et al. 2007
 ,LCP_10,2600,2300,37.971207,36.726205,424.6300049,Wilkinson et al. 2007
 ,LCP_10,1900,1600,37.971207,36.726205,424.6300049,Wilkinson et al. 2007
 ,LCP_10,1600,1200,37.971207,36.726205,424.6300049,Wilkinson et al. 2007
 ,LCP_11,2600,2300,37.94546356,36.73416938,424.6300049,Wilkinson et al. 2007
 ,LCP_2,4400,3900,38.073135,36.66599,383.3900146,Wilkinson et al. 2007
 ,LCP_2,3900,3600,38.073135,36.66599,383.3900146,Wilkinson et al. 2007
 ,LCP_2,3600,3100,38.073135,36.66599,383.3900146,Wilkinson et al. 2007
 ,LCP_2,3100,2600,38.073135,36.66599,383.3900146,Wilkinson et al. 2007
 ,LCP_2,2600,2300,38.073135,36.66599,383.3900146,Wilkinson et al. 2007
 ,LCP_2,2300,1900,38.073135,36.66599,383.3900146,Wilkinson et al. 2007
 ,LCP_21,4400,3900,38.01329578,36.74562394,417.5409851,Wilkinson et al. 2007
 ,LCP_21,3900,3600,38.01329578,36.74562394,417.5409851,Wilkinson et al. 2007
 ,LCP_21,3600,3100,38.01329578,36.74562394,417.5409851,Wilkinson et al. 2007
 ,LCP_21,3100,2600,38.01329578,36.74562394,417.5409851,Wilkinson et al. 2007
 ,LCP_21,2600,2300,38.01329578,36.74562394,417.5409851,Wilkinson et al. 2007
 ,LCP_21,2300,1900,38.01329578,36.74562394,417.5409851,Wilkinson et al. 2007
 ,LCP_21,1900,1600,38.01329578,36.74562394,417.5409851,Wilkinson et al. 2007
 ,LCP_21,1600,1200,38.01329578,36.74562394,417.5409851,Wilkinson et al. 2007
 ,LCP_21,1200,330,38.01329578,36.74562394,417.5409851,Wilkinson et al. 2007
 ,LCP_22,3600,3100,38.02118863,36.79007931,447.8580017,Wilkinson et al. 2007
 ,LCP_22,3100,2600,38.02118863,36.79007931,447.8580017,Wilkinson et al. 2007
 ,LCP_22,2600,2300,38.02118863,36.79007931,447.8580017,Wilkinson et al. 2007
 ,LCP_22,2300,1900,38.02118863,36.79007931,447.8580017,Wilkinson et al. 2007
 ,LCP_23,1900,1600,38.00702327,36.76643248,417.5409851,Wilkinson et al. 2007
 ,LCP_23,1200,330,38.00702327,36.76643248,417.5409851,Wilkinson et al. 2007
 ,LCP_24,1900,1600,37.94996708,36.69408698,424.6300049,Wilkinson et al. 2007
 ,LCP_24,1600,1200,37.94996708,36.69408698,424.6300049,Wilkinson et al. 2007
 ,LCP_24,1200,800,37.94996708,36.69408698,424.6300049,Wilkinson et al. 2007
 ,LCP_25,6800,4400,37.931239,36.635865,387.6629944,Wilkinson et al. 2007
 ,LCP_25,4400,3900,37.931239,36.635865,387.6629944,Wilkinson et al. 2007
 ,LCP_25,3900,3600,37.931239,36.635865,387.6629944,Wilkinson et al. 2007
 ,LCP_25,3100,2600,37.931239,36.635865,387.6629944,Wilkinson et al. 2007
 ,LCP_25,2600,2300,37.931239,36.635865,387.6629944,Wilkinson et al. 2007
 ,LCP_25,1900,1600,37.931239,36.635865,387.6629944,Wilkinson et al. 2007
 ,LCP_25,1600,1200,37.931239,36.635865,387.6629944,Wilkinson et al. 2007
 ,LCP_3,4400,3900,37.954797,36.776831,425.7160034,Wilkinson et al. 2007
 ,LCP_3,3600,3100,37.954797,36.776831,425.7160034,Wilkinson et al. 2007
 ,LCP_3,3100,2600,37.954797,36.776831,425.7160034,Wilkinson et al. 2007
 ,LCP_3,2600,2300,37.954797,36.776831,425.7160034,Wilkinson et al. 2007
 ,LCP_3,2300,1900,37.954797,36.776831,425.7160034,Wilkinson et al. 2007
 ,LCP_37,1200,330,37.93660942,36.64247028,393.276001,Wilkinson et al. 2007
 ,LCP_38,4400,3900,37.99669849,36.63311057,383.7250061,Wilkinson et al. 2007
 ,LCP_38,3900,3600,37.99669849,36.63311057,383.7250061,Wilkinson et al. 2007
 ,LCP_38,1200,330,37.99669849,36.63311057,383.7250061,Wilkinson et al. 2007
 ,LCP_41,6800,4400,38.01107175,36.74600899,417.5409851,Wilkinson et al. 2007
 ,LCP_41,4400,3900,38.01107175,36.74600899,417.5409851,Wilkinson et al. 2007
 ,LCP_41,2300,1900,38.01107175,36.74600899,417.5409851,Wilkinson et al. 2007
 ,LCP_41,1200,330,38.01107175,36.74600899,417.5409851,Wilkinson et al. 2007
 ,LCP_46,4400,3900,38.01738,36.831356,447.8580017,Wilkinson et al. 2007
 ,LCP_46,3900,3600,38.01738,36.831356,447.8580017,Wilkinson et al. 2007
 ,LCP_46,3600,3100,38.01738,36.831356,447.8580017,Wilkinson et al. 2007
 ,LCP_46,3100,2600,38.01738,36.831356,447.8580017,Wilkinson et al. 2007
 ,LCP_46,2600,2300,38.01738,36.831356,447.8580017,Wilkinson et al. 2007
 ,LCP_46,2300,1900,38.01738,36.831356,447.8580017,Wilkinson et al. 2007
 ,LCP_46,1900,1600,38.01738,36.831356,447.8580017,Wilkinson et al. 2007
 ,LCP_46,1600,1200,38.01738,36.831356,447.8580017,Wilkinson et al. 2007
 ,LCP_46,1200,330,38.01738,36.831356,447.8580017,Wilkinson et al. 2007
 ,LCP_47,4400,3900,37.779147,36.731435,433.5140076,Wilkinson et al. 2007
 ,LCP_47,3600,3100,37.779147,36.731435,433.5140076,Wilkinson et al. 2007
 ,LCP_47,3100,2600,37.779147,36.731435,433.5140076,Wilkinson et al. 2007
 ,LCP_47,2600,2300,37.779147,36.731435,433.5140076,Wilkinson et al. 2007
 ,LCP_47,1900,1600,37.779147,36.731435,433.5140076,Wilkinson et al. 2007
 ,LCP_5,3600,3100,37.98113866,36.78709972,417.5409851,Wilkinson et al. 2007
 ,LCP_5,3100,2600,37.98113866,36.78709972,417.5409851,Wilkinson et al. 2007
 ,LCP_5,2600,2300,37.98113866,36.78709972,417.5409851,Wilkinson et al. 2007
 ,LCP_5,2300,1900,37.98113866,36.78709972,417.5409851,Wilkinson et al. 2007
 ,LCP_5,1900,1600,37.98113866,36.78709972,417.5409851,Wilkinson et al. 2007
 ,LCP_5,1600,1200,37.98113866,36.78709972,417.5409851,Wilkinson et al. 2007
 ,LCP_5,1200,800,37.98113866,36.78709972,417.5409851,Wilkinson et al. 2007
 ,LCP_50,4400,3900,37.821878,36.722498,427.8280029,Wilkinson et al. 2007
 ,LCP_50,3900,3600,37.821878,36.722498,427.8280029,Wilkinson et al. 2007
 ,LCP_50,3600,3000,37.821878,36.722498,427.8280029,Wilkinson et al. 2007
 ,LCP_50,2600,2300,37.821878,36.722498,427.8280029,Wilkinson et al. 2007
 ,LCP_50,2300,1900,37.821878,36.722498,427.8280029,Wilkinson et al. 2007
 ,LCP_53,3900,3600,37.831143,36.749891,435.9869995,Wilkinson et al. 2007
 ,LCP_53,3600,3100,37.831143,36.749891,435.9869995,Wilkinson et al. 2007
 ,LCP_53,3100,2600,37.831143,36.749891,435.9869995,Wilkinson et al. 2007
 ,LCP_53,2600,2300,37.831143,36.749891,435.9869995,Wilkinson et al. 2007
 ,LCP_53,2300,1900,37.831143,36.749891,435.9869995,Wilkinson et al. 2007
 ,LCP_54,2600,2300,37.957454,36.802166,453.2820129,Wilkinson et al. 2007
 ,LCP_54,1200,330,37.957454,36.802166,453.2820129,Wilkinson et al. 2007
 ,LCP_55,4400,3900,37.911465,36.792206,460.2539978,Wilkinson et al. 2007
 ,LCP_55,3900,3600,37.911465,36.792206,460.2539978,Wilkinson et al. 2007
 ,LCP_55,3600,3000,37.911465,36.792206,460.2539978,Wilkinson et al. 2007
 ,LCP_55,2600,2300,37.911465,36.792206,460.2539978,Wilkinson et al. 2007
 ,LCP_55,2300,1900,37.911465,36.792206,460.2539978,Wilkinson et al. 2007
 ,LCP_55,1900,1600,37.911465,36.792206,460.2539978,Wilkinson et al. 2007
