DateID,LabID,OthLabID,Problems,CRA,Error,DC13,Material,Species,SiteID,SiteName,SiteContext,SiteType,Country,Longitude,Latitude,UTM_X,UTM_Y,LocQual,Source,Comments
4891,LTL-12327A,,,3918,35,0,seed,,5701,Ebla,Royal Palace G Level IIB1,settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Calcagnile et al. 2013,
4892,LTL-12328A,,,3885,40,0,grain,Hordeum vulgare,5701,Ebla,Royal Palace G Level IIB1,settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Calcagnile et al. 2013,
4893,LTL-12329A,,,3872,35,0,grain,Hordeum vulgare,5701,Ebla,"Building P4, Level IIB1",settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Calcagnile et al. 2013,
4894,LTL-12330A,,,3800,35,0,fruitstone,Olea europaea,5701,Ebla,"Building P4, Level IIB2",settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Calcagnile et al. 2013,
4895,LTL-12331A,,,3798,40,0,grain,Hordeum vulgare,5701,Ebla,"Building P4, Level IIB3",settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Calcagnile et al. 2013,
4896,LTL-12332A,,,3819,35,0,fruitstone,Olea europaea,5701,Ebla,"Building P4, Level IIB4",settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Calcagnile et al. 2013,
4897,LTL-12333A,,,3858,35,0,grain,Hordeum vulgare,5701,Ebla,"Building P4, Level IIB5",settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Calcagnile et al. 2013,
4898,LTL-12334A,,,3863,45,0,grain,Hordeum vulgare,5701,Ebla,"Building P4, Level IIB6",settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Calcagnile et al. 2013,
4899,LTL-12335A,,,3840,35,0,grain,Hordeum vulgare,5701,Ebla,"Building P4, Level IIB7",settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Calcagnile et al. 2013,
4900,LTL-12336A,,,3893,35,0,grain,Hordeum vulgare,5701,Ebla,"Building P4, Level IIB8",settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Calcagnile et al. 2013,
4964,LTL-319A,,,3208,50,-27.4,seeds,Vicia,5701,Ebla,,settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Fiorentino et al. 2012; CalPal,
4966,LTL-386A,,,3652,35,-21,grain,Hordeum vulgare,5701,Ebla,,settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Fiorentino et al. 2008,
4967,LTL-387A,,,3634,55,-23.5,fruitstone,Olea europaea,5701,Ebla,,settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Fiorentino et al. 2008,
4977,LTL-388A,,,4020,45,-28.2,seed,Gramineae,5701,Ebla,,settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Fiorentino et al. 2008,
4979,LTL-389A,,,3278,40,-25.6,grain,Hordeum vulgare,5701,Ebla,,settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Fiorentino et al. 2008,
4980,LTL-390A,,,3347,35,-26.9,grain,Hordeum/Triticum,5701,Ebla,,settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Fiorentino et al. 2008,
4981,LTL-391A,,,3208,50,-27.4,seed,Vicia,5701,Ebla,,settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Fiorentino et al. 2008,
4982,LTL-392A,,,3887,50,-25,grain (charred),Triticum aestivum,5701,Ebla,Royal Palace G Level IIB1,settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Fiorentino et al. 2008,
4983,LTL-393A,,,3830,45,-28,grain (charred),Triticum,5701,Ebla,Royal Palace G Level IIB1,settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Fiorentino et al. 2008,
4984,LTL-394A,,,3878,45,-25,charcoal,Olea europaea,5701,Ebla,Royal Palace G Level IIB1,settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Fiorentino et al. 2008,
4985,LTL-395A,,,3545,45,-23.5,fruitstone,Olea europaea,5701,Ebla,,settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Fiorentino et al. 2008,
5008,LTL-791A,,,3757,45,-22.3,wood,Quercus ilex,5701,Ebla,,settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Fiorentino et al. 2008,
5015,LTL-846A,,,3998,45,-25.4,charcoal,Pomoideae,5701,Ebla,,settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Fiorentino et al. 2008,
5016,LTL-847A,,,3895,45,-27,charcoal,Pomoideae,5701,Ebla,Royal Palace G Level IIB1,settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Fiorentino et al. 2008,
10202,VERA-3550,,,3870,35,-27,grain (charred),Hordeum vulgare,5701,Ebla,Royal Palace G Level IIB1,settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Fiorentino et al. 2008,
10203,VERA-3551,,,3875,25,-24,grain (charred),Triticum,5701,Ebla,Royal Palace G Level IIB1,settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Fiorentino et al. 2008,
10204,VERA-3552,,,3330,35,-22.1,grain,Triticum aestivum,5701,Ebla,,settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Fiorentino et al. 2008,
10205,VERA-3553,,,3320,35,-18.5,plant remains,"Vicia,Triticum",5701,Ebla,,settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Fiorentino et al. 2008,
10206,VERA-3554,,,3400,35,-25.9,grain,Hordeum vulgare,5701,Ebla,,settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Fiorentino et al. 2008,
10207,VERA-3555,,,3365,35,-24.6,grain,Hordeum vulgare,5701,Ebla,,settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Fiorentino et al. 2008,
10208,VERA-3556,,,3605,40,-24.6,fruitstone,Olea europaea,5701,Ebla,,settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Fiorentino et al. 2008,
10209,VERA-3557,,,3370,35,-22.2,seed,Leguminosae,5701,Ebla,,settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Fiorentino et al. 2008,
10210,VERA-3558,,,3475,40,-23.1,charcoal,Pomoideae,5701,Ebla,,settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Fiorentino et al. 2008,
10211,VERA-3559,,,3385,35,-22.8,seed,Leguminosae,5701,Ebla,,settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Fiorentino et al. 2008,
10212,VERA-3560,,,3365,35,-22.9,charcoal,Coniferidae,5701,Ebla,,settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Fiorentino et al. 2008,
10514,,,NoLabID,3895,56,-27,charcoal,Pomoideae,5701,Ebla,Royal Palace G Level IIB1,settlement,SY,36.7979,35.7981,301009.7,3963792.58,A,Fiorentino et al. 2008,
259,AA-40371,,,6461,67,0,charcoal,Pistacia,74,Fistikli Höyük,"IIIa (E3B); Unit E, locus 36, RN 4119, trash dump",settlement,TR,37.9777,36.9955,409033.06,4094861.55,A,Bernbeck and Pollock 2003; Flohr et al. 2016,
263,AA-40377,,,6470,100,0,charcoal,Pinus,74,Fistikli Höyük,"IIIa/b (K3B); Unit K, locus 113.14, RN 11253, trash on earthwork slope",settlement,TR,37.9777,36.9955,409033.06,4094861.55,A,Bernbeck and Pollock 2003; Flohr et al. 2016,
4565,KIA-38007b,,,6475,37,-17.71,bone (apatite),,3646,Göbekli Tepe,"Layer II, Enclosure B, Loc. 107.1; L 9-66.; layer III (II?); Enclosure B, Loc. 107.1; L 9-66.",settlement,TR,38.9225,37.2231,493124.55,4119624.86,A,Dietrich 2011; Benz 2014; Flohr et al. 2016,
4594,KIA-42209,,,5775,25,-9.83,bone (apatite),,3646,Göbekli Tepe,Layer II; Loc. 24.4; L 9-17; layer II; Loc. 24.4; L 9-17,settlement,TR,38.9225,37.2231,493124.55,4119624.86,A,Dietrich 2011; Benz 2014; Flohr et al. 2016,
7401,P-468,,,4949,75,0,charcoal,,10713,Grai Resh,"coupe N de la route, à -3 m",settlement,IQ,41.46,36.21,721145.35,4010046.47,B,CalPal,
7402,P-469,,,5169,64,0,charcoal,,10713,Grai Resh,"dans la coupe Sud de la route (-2,50 m), tranchee exposee; Uruk; Uruk",settlement,IQ,41.46,36.21,721145.35,4010046.47,B,Stuckenrath 1963; CalPal; Flohr et al. 2016,
1588,Beta-6318,,,3950,100,0,,,333,Gritille,Phase: BZ;GT 3340 op.XVII/70 L 119,settlement,TR,38.5654,37.5492,461610.8,4155888.48,B,CalPal,
1702,Bin-351,,,4400,50,0,,,16364,Habuba Kabira,,settlement,SY,38.060833,36.150278,415514.83,4001025.17,A,Di Nocera 2000,
1910,Bln-3880,,,4330,50,0,,,16364,Habuba Kabira,,settlement,SY,38.060833,36.150278,415514.83,4001025.17,A,Di Nocera 2000,
1911,Bln-3881,,,4400,50,0,,,16364,Habuba Kabira,,settlement,SY,38.060833,36.150278,415514.83,4001025.17,A,Kohlmeyer 1993,
1912,Bln-3886,,,4480,60,0,,,16364,Habuba Kabira,,settlement,SY,38.060833,36.150278,415514.83,4001025.17,A,Kohlmeyer 1993,
3208,GrN,,NoLabID,5085,65,0,,,16364,Habuba Kabira,,settlement,SY,38.060833,36.150278,415514.83,4001025.17,A,Di Nocera 2000,
10466,,,NoLabID,5085,65,0,,,16364,Habuba Kabira,,settlement,SY,38.060833,36.150278,415514.83,4001025.17,A,CalPal,
10519,,,NoLabID,5085,65,0,,,16364,Habuba Kabira,,settlement,SY,38.060833,36.150278,415514.83,4001025.17,A,Flohr et al. 2016,
890,B-113704,,,4580,100,0,,,448,Hacinebi,"trash deposit, Locus 146",settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,Wright and Rupley 2001,
891,B-113705,,,5300,70,0,,,448,Hacinebi,"ashy lens, Locus 176",settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,Wright and Rupley 2001,
892,B-113706,,,5370,80,0,,,448,Hacinebi,"trash, Locus 133",settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,Wright and Rupley 2001,
893,B-113707,,,4840,60,0,,,448,Hacinebi,"floor, Locus 230",settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,Wright and Rupley 2001,
894,B-113708,,,4840,60,0,,,448,Hacinebi,"brick collapse, Locus 242",settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,Wright and Rupley 2001,
895,B-113709,,,4890,70,0,,,448,Hacinebi,"foundation trench, Locus 237",settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,Wright and Rupley 2001,
896,B-113710,,,4940,80,0,,,448,Hacinebi,"roof collapse, Locus 249",settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,Wright and Rupley 2001,
897,B-113712,,,5050,80,0,,,448,Hacinebi,,settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,Wright and Rupley 2001,
898,B-113713,,,4800,80,0,,,448,Hacinebi,,settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,Wright and Rupley 2001,
899,B-113714,,,4690,80,0,,,448,Hacinebi,"pit, Locus 276",settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,Wright and Rupley 2001,
900,B-113716,,,5130,100,0,,,448,Hacinebi,"pit fill, Locus 258",settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,Wright and Rupley 2001,
901,B-113717,,,4770,60,0,,,448,Hacinebi,"smelting pit fill, Locus 265",settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,Wright and Rupley 2001,
902,B-113718,,,4850,60,0,,,448,Hacinebi,"ash deposit, Locus 199",settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,Wright and Rupley 2001,
908,B-80939,,,4660,60,0,,,448,Hacinebi,"pit fill, Locus 75",settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,Wright and Rupley 2001,
1601,Beta-67912,,,4210,200,0,,,448,Hacinebi,A,settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,Böhner and Schyle 2006; TAY Project; CalPal; Hinz et al. 2012: http://radon-b.ufg.uni-kiel.de/samples/7234,
1602,Beta-67914,,,4600,200,0,,,448,Hacinebi,A,settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,Böhner and Schyle 2006; TAY Project; CalPal; Hinz et al. 2012: http://radon-b.ufg.uni-kiel.de/samples/7237,
1603,Beta-67916,,,4810,90,0,,,448,Hacinebi,B,settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,TAY Project; CalPal,
1604,Beta-67917,,DuplicateLabID,5060,130,0,,,448,Hacinebi,B,settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,Stein et al. 1996; Erdoğu 2003; CalPal,"Two dates from this site, seemingly different but with same lab code."
1605,Beta-67917,,DuplicateLabID,4890,180,0,,,448,Hacinebi,A,settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,TAY Project,"Two dates from this site, seemingly different but with same lab code."
1606,Beta-67919,,,4660,80,0,,,448,Hacinebi,B,settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,TAY Project; CalPal,
1639,Beta-80930,,,4660,60,0,,,448,Hacinebi,B,settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,TAY Project; CalPal,
1640,Beta-80940,,,4820,60,0,,,448,Hacinebi,B,settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,TAY Project; CalPal,
1641,Beta-80942,,,4390,160,0,,,448,Hacinebi,B,settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,Böhner and Schyle 2006; TAY Project; CalPal; Hinz et al. 2012: http://radon-b.ufg.uni-kiel.de/samples/7235,
1642,Beta-80943,,,4750,60,0,,,448,Hacinebi,B,settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,TAY Project; CalPal,
1643,Beta-80944,,,5150,80,0,,,448,Hacinebi,A; A; A,settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,Stein et al. 1996; TAY Project; CalPal; Flohr et al. 2016,
1644,Beta-80945,,,4780,80,0,,,448,Hacinebi,B,settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,TAY Project; CalPal,
1671,Beta-88311,,,4670,80,0,,,448,Hacinebi,B,settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,TAY Project,
1672,Beta-88312,,,5280,110,0,,,448,Hacinebi,A; A; A,settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,Stein et al. 1996; TAY Project; CalPal; Flohr et al. 2016,
1673,Beta-88313,,,4850,160,0,,,448,Hacinebi,A,settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,TAY Project; CalPal,
1674,Beta-88316,,,4740,60,0,,,448,Hacinebi,B,settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,TAY Project; CalPal,
1675,Beta-88317,,,4540,190,0,,,448,Hacinebi,B,settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,Böhner and Schyle 2006; TAY Project; CalPal; Hinz et al. 2012: http://radon-b.ufg.uni-kiel.de/samples/7236,
1676,Beta-88319,,,4820,190,0,,,448,Hacinebi,B,settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,TAY Project; CalPal,
1677,Beta-88320,,,4670,110,0,,,448,Hacinebi,B,settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,TAY Project; CalPal,
1678,Beta-88321,,,4960,140,0,,,448,Hacinebi,B,settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,TAY Project; CalPal,
1679,Beta-88322,,,4810,60,0,,,448,Hacinebi,B,settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,TAY Project; CalPal,
1680,Beta-88323,,,4700,80,0,,,448,Hacinebi,A/B,settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,TAY Project; CalPal,
1681,Beta-88324,,,4740,70,0,,,448,Hacinebi,A/B,settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,TAY Project; CalPal,
1682,Beta-88326,,,5190,170,0,,,448,Hacinebi,B; B; B,settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,Stein et al. 1996; TAY Project; CalPal; Flohr et al. 2016,
1683,Beta-88327,,,4940,180,0,,,448,Hacinebi,B,settlement,TR,37.9807,37.0628,409380.02,4102324.86,B,TAY Project; CalPal,
4426,K-530,,,4260,140,0,charcoal,Alnus,303417,Hama,"bowl, room 2, H 10",settlement,SY,36.75,35.133333,294999.44,3890146.47,A,Tauber 1960,
4427,K-531,,,4180,120,0,charcoal,Olea europaea,303417,Hama,"vessel, I 10-11, room 1",settlement,SY,36.75,35.133333,294999.44,3890146.47,A,Tauber 1960,
4428,K-533,,,4160,120,0,charcoal,Platanus orientalis,303417,Hama,"bowl, H 11",settlement,SY,36.75,35.133333,294999.44,3890146.47,A,Tauber 1960,
4434,K-968,,,2800,110,0,charcoal,Juniperus,303417,Hama,"Room F, Building I",settlement,SY,36.75,35.133333,294999.44,3890146.47,A,Tauber 1968,
4435,K-969,,,2870,110,0,charcoal,Abies,303417,Hama,"Room F, Building I",settlement,SY,36.75,35.133333,294999.44,3890146.47,A,Tauber 1968,
3217,GrN-10686,,,5600,160,0,charcoal,,2876,Hayaz Höyük,Square FG314,settlement,TR,38.33,37.48,440762.5,4148333.25,B,CalPal; Flohr et al. 2016,
3221,GrN-11654,,,5530,50,0,charcoal,,2876,Hayaz Höyük,Square EG83,settlement,TR,38.33,37.48,440762.5,4148333.25,B,CalPal; Flohr et al. 2016,
3668,GrN-7989,,,4404,35,0,,,15939,Jebel Aruda,I,settlement,SY,38.09883,36.23484,419020.16,4010372.61,A,van Driel and van Driel Murray 1979; Di Nocera 2000,
3679,GrN-8463,,,4490,35,0,,,15939,Jebel Aruda,,settlement,SY,38.09883,36.23484,419020.16,4010372.61,A,Di Nocera 2000,
3680,GrN-8464,,,4510,80,0,,,15939,Jebel Aruda,,settlement,SY,38.09883,36.23484,419020.16,4010372.61,A,Di Nocera 2000,
118,AA-14708A,,,3850,70,0,seeds,,17540,Jerablus Tahtani,Tomb 302,settlement,SY,38.02116,36.79011,412666.65,4072035.8,A,Peltenburg 2007,
119,AA-14988,,,3510,60,0,seeds,,17540,Jerablus Tahtani,Tomb 302,settlement,SY,38.02116,36.79011,412666.65,4072035.8,A,Peltenburg 2007,
3697,GU-10345,,,3890,40,0,seeds,,17540,Jerablus Tahtani,Tomb 302,settlement,SY,38.02116,36.79011,412666.65,4072035.8,A,Peltenburg 2007,
3698,GU-10408,,,3835,80,0,seeds,,17540,Jerablus Tahtani,Tomb 302,settlement,SY,38.02116,36.79011,412666.65,4072035.8,A,Peltenburg 2007,
3699,GU-13568,,,4050,35,0,,,17540,Jerablus Tahtani,Tomb 302,settlement,SY,38.02116,36.79011,412666.65,4072035.8,A,Peltenburg 2007,
3700,GU-13569,,,4110,40,0,,,17540,Jerablus Tahtani,Tomb 302,settlement,SY,38.02116,36.79011,412666.65,4072035.8,A,Peltenburg 2007,
3701,GU-13570,,,4085,35,0,,,17540,Jerablus Tahtani,Tomb 302,settlement,SY,38.02116,36.79011,412666.65,4072035.8,A,Peltenburg 2007,
3702,GU-13572,,,4040,35,0,,,17540,Jerablus Tahtani,Tomb 302,settlement,SY,38.02116,36.79011,412666.65,4072035.8,A,Peltenburg 2007,
4295,IAAA-102091,,,3570,30,0,charcoal,,303477,Jezla,mound,settlement,SY,39.429152,35.7599,538795.47,3957403.3,A,Nishiaki 2019,
4296,IAAA-102092,,,3740,30,0,charcoal,,303477,Jezla,mound,settlement,SY,39.429152,35.7599,538795.47,3957403.3,A,Nishiaki 2019,
4297,IAAA-103838,,,3580,30,0,charcoal,,303477,Jezla,tomb,settlement,SY,39.429152,35.7599,538795.47,3957403.3,A,Nishiaki 2019,
4298,IAAA-103839,,,3590,30,0,charcoal,,303477,Jezla,mound,settlement,SY,39.429152,35.7599,538795.47,3957403.3,A,Nishiaki 2019,
1629,Beta-75960,,,5570,70,0,,,18841,K-132,machine dug ditch next to road,settlement,SY,41.07,36.6,685152.49,4052495.22,C,Hole 2001,
9625,TK-802,,,6290,220,0,charcoal,,11040,Kashkashok II,level 4 (oldest); P9 hearth,settlement,SY,40.64141,36.637104,646743.16,4055870.89,A,Hole 2001;Flohr et al. 2016,
450,AA-68981,,,3939,41,0,seeds,,3444,Kazane Höyük,depot floor,settlement,TR,38.846111,37.119722,486329.06,4108164.73,A,Creekmore 2008; Ristvet 2011,
451,AA-68982,,,3958,44,0,wood,,3444,Kazane Höyük,floor,settlement,TR,38.846111,37.119722,486329.06,4108164.73,A,Creekmore 2008; Ristvet 2011,
